,TCGA-A1-A0SK,TCGA-A1-A0SO,TCGA-A2-A04P,TCGA-A2-A04Q,TCGA-A2-A04T,TCGA-A2-A04U,TCGA-A2-A0CM,TCGA-A2-A0D0,TCGA-A2-A0D2,TCGA-A2-A0ST,TCGA-A2-A0SX,TCGA-A2-A0T0,TCGA-A2-A0T2,TCGA-A2-A0YE,TCGA-A2-A0YJ,TCGA-A2-A0YM,TCGA-A7-A0CE,TCGA-A7-A0DA,TCGA-A7-A13D,TCGA-A7-A13E,TCGA-A8-A07C,TCGA-A8-A07O,TCGA-A8-A07R,TCGA-A8-A07U,TCGA-A8-A08H,TCGA-A8-A08R,TCGA-AN-A04D,TCGA-AN-A0AL,TCGA-AN-A0AR,TCGA-AN-A0AT,TCGA-AN-A0FJ,TCGA-AN-A0FL,TCGA-AN-A0FX,TCGA-AN-A0G0,TCGA-AN-A0XU,TCGA-AO-A0J4,TCGA-AO-A0J6,TCGA-AO-A0JL,TCGA-AO-A124,TCGA-AO-A128,TCGA-AO-A129,TCGA-AO-A12F,TCGA-AQ-A04J,TCGA-AR-A0TP,TCGA-AR-A0TS,TCGA-AR-A0TU,TCGA-AR-A0U0,TCGA-AR-A0U4,TCGA-AR-A1AH,TCGA-AR-A1AI,TCGA-AR-A1AJ,TCGA-AR-A1AQ,TCGA-AR-A1AR,TCGA-AR-A1AY,TCGA-B6-A0I2,TCGA-B6-A0I6,TCGA-B6-A0IJ,TCGA-B6-A0IQ,TCGA-B6-A0RE,TCGA-B6-A0RT,TCGA-B6-A0RU,TCGA-B6-A0WX,TCGA-B6-A0X1,TCGA-BH-A0AV,TCGA-BH-A0B3,TCGA-BH-A0B9,TCGA-BH-A0BG,TCGA-BH-A0BL,TCGA-BH-A0BW,TCGA-BH-A0DL,TCGA-BH-A0E0,TCGA-BH-A0E6,TCGA-BH-A0RX,TCGA-BH-A0WA,TCGA-BH-A18G,TCGA-BH-A18K,TCGA-BH-A18Q,TCGA-BH-A18V,TCGA-BH-A1F0,TCGA-C8-A12K,TCGA-C8-A12V,TCGA-C8-A131,TCGA-C8-A134,TCGA-D8-A142,TCGA-D8-A143,TCGA-D8-A147,TCGA-E2-A14N,TCGA-E2-A14R,TCGA-E2-A14X,TCGA-E2-A14Y,TCGA-E2-A150,TCGA-E2-A158,TCGA-E2-A159,TCGA-E2-A1AZ,TCGA-E2-A1B5
TOP3B,-0.44225,-0.66575,-0.8515,-1.23675,-1.034,-0.4585,-0.87325,-0.3385,-0.56175,-1.12925,-0.821,-0.40700000000000003,-1.40725,-1.3980000000000001,-0.8540000000000001,-0.6465,-1.2355,-0.71425,-0.32725,-0.9695,-0.66875,-0.237,0.2795,-0.48225,-1.44925,-0.60275,-0.45725,-0.818,-0.556,-0.67175,-0.72825,-1.15325,-0.5835,-0.77925,-0.47775,-0.48725,-1.10925,-1.224,-0.70675,-0.7265,-0.7065,-0.9790000000000001,-0.58,-0.16399999999999998,-0.703,-0.88825,-0.49725,-0.90925,-0.5935,-0.23199999999999998,-0.44175,-0.6975,-0.727,-0.645,-1.08625,-0.56475,-0.6940000000000001,-0.8335,-0.21475,-0.7675,-0.54425,-1.34675,-0.30975,-0.2025,-0.79375,-0.77975,-0.59775,-1.3825,-0.46375,-1.012,-0.73775,-1.3219999999999998,-0.73625,-0.09325,-0.30325,-0.71125,0.02,-0.8185,-0.6955,-1.1420000000000001,-0.907,-1.04175,-1.2935,-1.01475,-1.20475,0.3645,-0.49925,-1.3980000000000001,-0.6485,-0.36825,-0.6035,-0.47475,-0.861,-1.50325,-0.62675
BMPR1A,1.3648333333000002,0.2988333333,-0.4068333,0.595,0.5115,0.9421666999999999,0.2296667,0.761333333333333,-0.18833329999999998,1.8448333333333302,0.9555,-0.48700000000000004,0.0931666667,0.4938333,0.5655,0.09066667,0.6233333333,0.724833333333333,-0.509,0.23766666666666697,0.5945,0.312333333333333,0.0181666666666667,0.3081667,-1.074,-0.003333333,0.9885,-0.622166666666667,0.9211666667,0.7458333,2.22383333333333,1.234833,0.7375,0.694833333333333,0.5333333,0.069833333,-0.348833333333333,-0.179,-0.09416667,0.518,0.851,0.1233333333,0.6745,0.870833333333333,-0.05283333,1.4275,0.8303333,0.098,2.0225,1.40883333333333,-0.272,1.2005,-0.17066666666666697,-0.2255,0.3806666666666671,-0.131166666666667,-0.0536666666666667,0.7138333333,0.0525,-0.17466666666666697,-0.1545,0.2628333,-0.29,-0.0161666666666667,-0.2706667,1.2125,0.629666666666667,0.637,0.5915,-0.3591667,1.40083333333333,0.9946666667,0.5421667,-0.009833333,0.1415,0.932666666666667,0.4498333333333329,0.760333333333333,-0.1145,1.175833,0.4803333333333329,0.8638333,-2.83083333333333,0.1091666667,0.686833333333333,1.6808330000000002,0.5695,0.0908333333333333,0.2736667,0.3685,0.567833333333333,0.951,1.06533333333333,1.9163333333,-0.5973333000000001
SMAD3,1.0056,-2.4897,-1.4024,-1.1209,-1.5881,-1.5537,-0.9904,-0.1221,-0.5536,-0.9966,-0.7335,-2.431,-1.2404,-0.5529999999999999,-1.3566,-1.9657,-1.1935,-0.028999999999999998,-0.6903,-1.4772,-1.4354,-1.4774,-1.8453,-0.7936,-0.5728,-0.285,-1.6265,-0.2034,-2.1390000000000002,-0.78,-2.7486,-1.9284,-0.2638,-1.0794,-1.5562,0.5201,-1.5009,-1.5308,-1.6704,-0.1347,-0.501,-1.4111,-0.5122,-0.5432,-0.9565,-1.631,-1.9435,-0.5796,-1.2536,-2.0891,-1.0222,-1.6480000000000001,-1.0523,-1.8784,-2.0514,-0.2284,-1.2832,-0.4714,-1.6828,-0.5963,-0.9133,-1.0142,-0.5368,-0.6721,-1.5347,-1.8459999999999999,-1.2981,-0.9196,-0.4942,-0.5465,-0.8153,-1.0802,-1.1528,-0.1192,-1.5647,-1.5743,-1.8186,-0.2885,-1.16,-1.6423,-1.3219999999999998,0.1754,-0.3772,-1.1955,-1.4434,-1.2487,-1.9103,-0.9008,-1.0894,-1.1489,-0.6711,-1.4280000000000002,-1.1788,-1.5523,0.1772
PRKAR2A,2.2653333333,0.6126666667,-0.5398333000000001,-0.2425,-0.7983333,0.03566667,-0.1193333,-0.3971666666666671,-0.42166670000000006,-0.5481666666666671,-0.555,0.1053333333,0.4065,0.4795,0.8748333333,-0.2831667,-1.3751666666999998,0.5285,0.228666666666667,-0.1075,-1.024167,0.580666666666667,0.0765,-0.15233329999999998,-0.818166666666667,0.457,-0.3556666667,-0.18283333333333301,-0.9131666667,-0.42416670000000006,-0.1915,-1.204333,-1.5248329999999999,-0.694166666666667,-0.573,-0.699333333,-0.2295,-0.3878333333333329,0.02566667,0.6863333333,-0.6898333000000001,-0.37633333329999996,-0.45516670000000004,-0.8085,-1.1415,-0.057,0.9279999999999999,-0.1885,-0.9768333333,-0.3105,-0.4446666667,-0.561166666666667,-0.3638333333333329,-0.159833333333333,-0.3673333333333329,-1.07966666666667,-0.1125,-0.8855,0.4541666666666671,-0.5493333333333329,-0.009166666700000001,-0.4605,0.5061666667,0.3956666666666671,-0.0315,-0.8913333000000001,-0.341,-0.8058333000000001,-1.06766666666667,-0.005,1.01833333333333,-0.31883333329999997,-0.5815,-0.23083330000000002,-0.9790000000000001,-0.655333333333333,-0.11866666666666699,-0.16833333333333303,-0.6825,-1.115667,-0.562,-0.0475,-0.48100000000000004,-0.0101666667,-0.0551666666666667,-1.878167,-0.1435,-0.4313333333333329,-0.1855,0.2781666667,-0.756666666666667,-1.7513330000000003,-0.27933333333333304,-0.7645,-1.369167
MAP3K14,0.5005,1.08925,0.23,1.45025,0.73125,0.5875,0.9279999999999999,0.43375,0.767,1.7615,0.84875,-0.13325,-0.52275,1.03425,-0.30825,0.787,-0.0735,0.06975,1.58175,0.14975,1.13025,0.4025,0.4345,1.6385,1.0545,0.68175,-0.47425,0.50025,0.35100000000000003,0.32025,1.2,-0.9990000000000001,0.63275,-0.24375,1.26725,0.841,1.99525,0.06975,0.0395,1.57,0.65675,0.2395,0.71,-0.31875,1.40225,0.56775,1.0215,1.24725,-0.33925,1.39225,1.4235,1.02475,0.7435,1.35325,0.69925,0.02825,0.9195,0.65725,0.7855,1.6655,-0.16425,1.2655,2.162,-0.0175,1.41075,1.51925,0.968,0.84725,1.2185,1.00975,0.073,0.14800000000000002,0.152,0.016,-0.26275,1.643,0.51925,0.32475,1.22625,0.36375,1.18925,-0.00675,1.18875,0.6095,0.76775,0.5785,0.29725,-0.40675,0.3375,-0.302,1.161,0.2985,0.66475,1.39925,1.4245
RAB23,-0.00625,0.4715,-0.012,0.5595,1.35075,0.32925,1.3815,-0.28275,-0.21975,-0.09975,0.47825,0.03025,-0.09075,1.14125,1.6015,2.00425,-0.2415,1.14075,-0.415,0.9555,0.73975,0.3935,0.22699999999999998,-0.84175,-0.52925,0.997,-0.07375,0.53375,0.0835,-0.22475,0.794,-1.7205,1.2890000000000001,-0.159,0.69925,2.311,0.06225,-0.85025,1.31575,-1.03125,0.5429999999999999,0.0335,0.33825,0.026000000000000002,1.4875,0.81875,1.96075,-0.29425,0.32775,0.9055,-0.457,1.273,0.0445,0.54325,0.2385,0.77225,0.71675,0.7425,0.56575,0.04,0.79875,0.878,-0.63675,2.29575,1.79275,0.31,1.40975,0.82,1.15425,-0.715,-0.98725,-0.23125,-0.47925,1.284,-1.28425,0.484,0.5505,2.0485,-0.87175,-0.1085,-0.0285,0.42525,0.62875,1.66525,1.11875,0.5115,-0.4055,0.60975,1.1,0.718,0.96425,-0.69,0.90125,0.46025,-0.6435
MAML3,-0.12975,0.21525,0.2335,0.561375,-0.117125,-0.064125,-0.263625,0.0742857142857143,0.21325,0.114375,-0.031375,0.273375,0.343375,-0.2735,-0.214875,-0.207,0.5525,-0.382375,0.1772,0.05675,-0.006875,-0.062625,-0.074625,-0.145625,0.49628571428571394,-0.147375,-0.001125,0.1385,0.01825,-0.051875,-0.019375,0.62,-0.250125,0.061375,0.11225,-0.11775,-0.5405,-0.0898571428571429,0.135625,-0.19125,-0.179,0.419625,0.091,0.226875,0.067,0.12075,0.33,-0.10125,-0.20714285710000002,-0.20825,-0.20075,-0.082625,-0.0038750000000000204,0.12525,0.152428571428571,-0.09875,0.474285714285714,-0.07525,-0.3555714285714289,-0.023875,-0.18175,0.0495,-0.21375,0.07125,0.18228570000000002,-0.3225,0.028125,-0.01675,-0.149125,0.31975,0.1535,-0.247125,-0.0085,0.00275,0.71275,-0.3735,-0.181375,0.119625,-0.18575,-0.10925,0.043625,0.588,-0.092625,0.4395,0.437375,-0.24625,-0.196875,0.075375,-0.102625,0.021625,0.343125,-0.036625,-0.0774285714285714,-0.03925,-0.0195
CASP3,-0.221,-0.7996666667,-0.16116670000000002,0.6815,0.6226666999999999,1.203833,0.2918333,-0.596666666666667,-0.0595,0.930666666666667,0.0656666666666667,-0.4153333333,0.4345,0.44866670000000003,-0.0393333333,1.109833,-0.845,-0.958666666666667,0.4855,0.599,0.10083330000000001,0.616666666666667,-0.21066666666666697,-0.03033333,0.931166666666667,-0.3006667,1.715,0.33,-0.2545,-0.2845,-0.23433333333333303,-0.8003333,-0.302,0.4381666666666671,0.5268333000000001,0.0695,-0.0333333333333333,0.834333333333333,0.9546667,0.9326666667,-0.0475,1.193,0.9026666999999999,-0.137666666666667,0.46866670000000005,-0.016,-0.3203333,0.6463333,0.316,1.13833333333333,1.4395,0.23283333333333303,0.305666666666667,0.3823333333333329,-0.033,0.032,0.559333333333333,0.201,0.339833333333333,0.606,0.6175,0.2883333,0.49533333329999996,-0.0746666666666667,0.3528333,0.547,-0.119333333333333,0.9261666999999999,0.9068333333333329,0.4575,-0.284,0.0003333333,0.3823333,-0.05933333,1.01283333333333,-0.670833333333333,0.3535,0.17516666666666697,0.7345,-0.02933333,0.581,0.598,-0.0133333333333333,0.6738333333,0.553333333333333,0.07666667,0.141,-0.115666666666667,0.48283329999999997,0.30066666670000003,0.4931666666666671,0.9548333000000001,0.67,0.506,-0.24
GADD45G,2.4133,0.2916,3.4208,1.6621,2.0415,1.2755,1.9246,0.0951,0.0849,2.0469999999999997,2.2058,1.7804,2.3828,0.8993,0.4768,1.004,0.2643,0.5558,1.3866,0.657,1.4482,1.4318,2.4355,0.8891,1.3507,1.0759,3.2367,2.2482,1.0735,0.943,-0.132,0.7717,1.1255,0.57,1.2009,0.7526,1.1966,1.7289,0.8167,2.309,1.0326,0.6815,1.5708,0.841,0.544,1.2288,1.5537,1.1177,0.4714,0.9188,1.4445,1.5079,2.5672,1.2228,1.1388,1.7033,3.4162,1.6149,0.665,1.5503,0.9266,0.5401,1.1255,0.4825,1.4199,1.7331,1.8396,0.8949,1.5501,2.195,3.6557,0.9264,1.0105,1.0477,1.5896,0.0357,0.1346,0.7457,1.2857,1.4097,1.4240000000000002,0.8296,0.9526,0.8004,0.8449,1.0414,1.4555,0.9013,0.3453,2.1198,0.5283,0.4135,1.3338,0.5312,1.1196
SP1,0.084875,0.614875,0.75925,0.37200000000000005,0.601625,0.24025,1.012875,0.870625,0.32275,0.391,0.931375,1.135625,0.53825,-0.23025,0.76175,1.271875,-0.3245,0.399625,0.491375,0.6485,0.671875,0.448125,1.195,-0.009375,0.85725,1.11125,1.012375,0.64325,1.337375,0.600875,0.498625,1.76875,0.205,0.983125,0.54725,0.532,-0.035375,-0.053625,1.0515,0.91075,0.52825,0.15,0.463375,-0.093625,0.26775,0.25525,0.12475,0.397625,1.1945,1.152625,0.4335,0.459625,0.62425,0.684,0.425125,0.429625,0.996375,0.767125,0.727125,0.531,0.0415,0.1435,0.43200000000000005,0.467,0.026125,0.584375,0.68375,0.592375,-0.119125,1.6980000000000002,0.8875,0.762375,0.247125,0.475625,1.6585,1.041125,0.8815,0.79175,0.687375,0.73525,1.13725,0.617125,0.36325,0.9015,0.446125,0.6765,0.651875,0.709375,1.5090000000000001,0.680625,0.764625,-0.7605,0.82225,0.39125,0.1625
RRM2,0.020625,0.504125,-2.824375,-2.292875,-1.377125,-1.920125,-0.952625,-0.872,-2.0269999999999997,-1.51075,-1.092875,-0.82175,-2.719,-1.3545,-1.254625,-0.970125,-1.4885,-1.622875,-1.618625,-2.388625,-1.37125,-1.44725,-1.977375,-1.5895,-1.7505,-1.33675,-1.1865,-1.09475,-1.335125,-1.273875,-1.349,-3.69675,-2.374125,-1.0125,-0.6990000000000001,-2.086375,-1.108125,-3.311375,-1.960875,-1.424375,-2.746125,-1.993,-1.900125,-1.681,-1.261875,-0.136625,-0.212625,-2.18125,-0.500375,-1.01575,-1.676125,-0.8365,-0.9945,-1.628875,-2.059625,-2.472,-1.10175,-1.96075,-1.358625,-1.639375,-0.708875,-2.6235,-1.34525,-2.00475,-0.6779999999999999,-2.02375,-2.411875,-2.292625,-1.026625,-0.2885,-0.7215,-2.73825,-1.26775,-1.5225,-1.76425,-0.77375,-1.600125,-1.045875,-2.2545,-1.122375,-0.9665,-1.879375,-0.502,-1.84275,1.19,-1.519875,-0.86675,-1.62125,-1.829625,-1.454,-2.443375,-2.716,-0.320625,-1.088875,-2.95675
WNT2B,-0.4521666667,0.9335,1.6748330000000002,0.0843333333333334,-0.884,0.5683333,1.147667,0.343666666666667,-0.5848333,0.197666666666667,-0.17316666666666697,1.0636666667,0.5836666667,0.609,0.6433333333,0.3555,0.7351666667,3.01833333333333,1.15333333333333,2.447,0.5566667,-0.5565,0.117833333333333,-0.2928333,-0.0191666666666666,2.084167,1.1686666667,0.0348333333333333,0.1133333333,0.6890000000000001,-0.0535,0.1458333,2.104,-0.4336666666666671,0.0915,2.824833333,-0.4485,0.3334,0.07533333,-0.2886666667,0.0435,0.386,0.6631667,1.00483333333333,0.3765,0.9103333333,0.593,0.03533333,0.355,1.00466666666667,0.38799999999999996,-0.28616666666666696,0.1475,-0.329666666666667,0.17533333333333304,1.585,-0.0541666666666667,-0.2178333333,-0.0488333333333333,0.3555,0.6016666667,2.213833,-0.6565,0.4365,0.3803333,-0.5833333,0.4991666666666671,0.23800000000000002,0.862666666666667,1.055333,0.710333333333333,1.0293333332999999,0.0765,-0.02266667,-0.0886666666666667,-0.3848333333333329,1.9858333333333302,1.22583333333333,0.0616666666666666,-0.6313333000000001,0.244,0.0365,0.837666666666667,0.5583333333,1.4738333333333302,0.7711667,0.063,3.1435,3.9210000000000003,1.8436666667,0.879166666666667,0.8846666999999999,0.131666666666667,-0.0958333333,0.5195
FBXW11,-1.0638333333,-1.0488333333,0.07733333,-0.46933333333333294,-0.7113333000000001,-1.2825,-0.5466667,-0.837833333333333,-0.2951667,-0.7716666666666671,-0.3916666666666671,-0.25783333329999997,-0.9426666667,-0.527,-1.9226666666999999,-0.8171666999999999,-1.4881666667,-1.534,-1.3631666666666697,-1.16,-1.093833,-1.21133333333333,-0.6685,-0.8608333,-1.19383333333333,-0.7098333,-0.1895,-1.46416666666667,-1.2165,-0.9355,-1.12516666666667,-1.1235,0.2538333,-0.8461666666666671,-0.9745,-1.074,-0.125333333333333,0.4233333333333329,0.3648333,-0.2446666667,-0.7646666999999999,-0.823,-0.8271666999999999,-2.096,-1.169167,0.1105,-0.027999999999999997,-0.10216669999999999,-0.8761666667,-0.8015,-0.6155,-1.25066666666667,-1.3706666666666698,-0.4921666666666671,-0.4941666666666671,-0.4233333333333329,0.4228333333333329,-0.444,-0.6245,-0.113166666666667,-0.7261666667,-0.7466666999999999,-0.187,-0.973,-0.958,-0.6428333,-1.09116666666667,-0.9620000000000001,-0.3741666666666671,0.3255,-0.702666666666667,-0.5516666667,-0.9926666999999999,-0.9355,-0.908166666666667,-0.32333333333333303,-1.11166666666667,-0.351666666666667,-1.20216666666667,-0.3576667,-0.46733333333333293,-1.0105,-0.7975,-1.1301666667,-1.42616666666667,-1.204,-1.00683333333333,-0.7845,-0.4345,-0.539,-0.579,-0.8955,-0.0776666666666667,-0.4661666667,-0.588
AKT1S1,-0.21600000000000003,-0.57675,-0.14275,0.4965,-0.20600000000000002,-0.54825,-0.3355,-0.02375,0.09075,-0.35100000000000003,-0.8325,0.19275,0.35625,-0.26475,-1.129,-0.91525,-0.579,0.7685,1.1555,-0.3235,0.0775,-0.1805,0.18825,-0.0795,-1.00175,-0.20675,-0.426,-0.129,0.03,0.6905,0.122,-0.17925,-0.60025,0.11025,-0.314,0.2215,-0.08225,-0.7585,-0.0765,0.52275,-0.12575,-0.97775,-0.064,-0.54125,-1.03325,-0.757,-0.643,-0.21375,0.00825,0.29175,-0.1605,-0.82475,0.27399999999999997,-0.3625,-1.33725,-1.12725,-0.31,-0.37725,0.22475,-0.08375,0.39325,-0.875,-0.4075,0.49175,0.4845,0.878,0.32525,-0.5425,0.196,-0.61925,0.74275,-0.8315,-0.43,-0.36075,-0.1385,-0.129,0.63975,-0.7675,-0.06925,-0.9115,-0.9915,0.00175,-0.32925,0.21325,-0.52825,-0.40725,0.28975,-0.76675,0.083,0.3855,-0.93125,-0.9670000000000001,-0.6185,-0.20975,-0.309
CSNK1G3,-0.6204285714,-0.0522142857,-1.400929,-0.178846153846154,-0.495,-0.8892143,-0.01221429,-1.69985714285714,0.27592859999999997,-0.0525,-0.260857142857143,-0.6443571429,-0.9937142857,0.024,-0.6201428571000001,-0.17242860000000002,-0.3613571429,-1.55064285714286,-0.832923076923077,-0.42642857142857105,0.5067857,-0.6041428571428571,0.13,-0.3599286,0.4835,-0.2403571,-0.1867857143,-0.7842857142857141,-0.8730714286,0.07371429,-0.43957142857142895,-0.7645714,-0.20064289999999999,0.48042857142857104,-0.3718571,-0.30942857100000004,-1.03157142857143,-2.29671428571429,-0.1257143,0.010214285699999999,-0.5286429,-0.9563571429000001,-0.2332143,-1.87,0.2658571,-0.8885714286,-0.31742859999999995,-0.3453571,-0.1784285714,0.44707142857142895,-0.0632857143,-0.599571428571429,-0.11228571428571402,-0.7375714285714279,-0.602285714285714,0.0755714285714286,-0.6097857142857139,-0.2772857143,-0.18364285714285697,-0.4806428571428571,0.0047142857,-0.2157143,0.1852142857,-0.112642857142857,-0.5381429,-0.33292859999999996,0.165714285714286,0.15635710000000003,0.0477857142857143,-0.3083571,-0.982,-0.4742142857,-0.4794286,-0.0795,-0.145285714285714,-0.0151428571428572,-0.0029285714285714197,-0.0595714285714286,-0.546142857142857,-0.043,0.38364285714285706,-0.6498571,-0.631,-0.2815714286,-0.0164285714285714,0.006714286,-0.9559285714285709,-0.290142857142857,-0.2810714,0.067,-0.516,-0.5264286,0.0465,-0.2435714286,-1.2289290000000002
TGFBR2,-1.433625,0.085125,-0.349,0.544625,-0.635,-0.131375,0.226,1.038,1.0335,1.296,0.760375,0.09775,-0.150125,0.082125,-0.9065,-0.49425,-0.0575,0.16375,-0.40625,-0.617625,0.175625,-0.605125,-0.911625,0.637,1.450875,0.057625,-1.048875,0.478,-0.282375,0.4995,0.132625,-0.06,0.401875,-0.044375,-0.40325,-0.082375,-0.37,-0.26925,-0.196625,1.08175,-0.022375,1.146625,0.90425,-0.039375,1.132625,-0.1355,0.261625,-0.10625,0.689375,0.04925,1.04875,0.42225,0.839875,-0.93825,0.3415,-0.83825,-0.50275,-0.475,0.045,1.51675,0.6579999999999999,0.410875,-0.6095,0.4895,0.037000000000000005,-0.6445,-0.048875,0.996375,0.232375,0.116875,-0.849125,0.050625,1.085625,-0.29675,0.7829999999999999,-0.5805,-0.456,0.044375,1.7765,0.230625,0.960375,0.12475,-0.0655,0.507,0.054875,-0.314625,-0.50825,-0.655,0.320875,-0.095125,0.32225,-0.98675,0.6455,1.0085,0.561375
NOTCH3,0.8216666667,1.2988333333,2.825333,1.6880000000000002,1.055833,2.5865,1.532833,1.3861666666666699,2.037667,2.1605,1.9363333333333301,2.4156666667,1.7868333333000002,2.759667,2.2168333333000003,2.417333,1.8791666666999998,1.7263333333333302,2.38416666666667,2.47433333333333,1.598833,1.7501666666666698,1.7495,1.420167,2.425,2.144167,2.3943333333,3.182,1.5828333333000002,1.407667,1.9536666666666698,2.7246669999999997,1.615667,2.3175,2.292333,2.0186666669999997,2.32,2.8255,1.253,-0.2455,1.806,2.4863333333,2.3946669999999997,1.3741666666666699,1.950667,0.6143333333,1.533333,1.6531669999999998,2.5836666666999997,2.11433333333333,3.2351666667,1.3858333333333301,2.91383333333333,-0.208833333333333,2.5155,2.4036666666666697,2.94916666666667,3.9878333333,2.4155,0.321666666666667,1.4353333333000002,2.460667,1.5281666666999998,2.0875,2.331,3.032667,1.4475,1.9281669999999997,1.4645,3.1245,2.46683333333333,2.7256666667,1.7690000000000001,1.7065,3.7813333333333303,1.4968333333333301,1.5245,2.49433333333333,1.9316666666666698,1.1185,1.3769999999999998,2.2145,0.787666666666667,1.4961666666999998,1.6488333333333303,1.381833,2.0780000000000003,2.01183333333333,0.5748333000000001,3.1936666667,1.18516666666667,2.1205,1.62633333333333,1.8751666666999998,1.252333
IGF1,-1.950875,1.596625,2.3291880000000003,3.4021875,1.3403129999999999,1.087875,3.3853120000000003,-1.314625,3.417375,2.7744375,3.07475,0.032375,0.894875,4.142938,-1.498875,1.573375,2.5720625,0.6735,-0.80525,0.9314375,0.7411875,-1.3101875,-0.2973125,2.8510619999999998,4.123875,0.615375,0.8003125,2.7060625,0.9048125,0.013375,0.250125,0.7123125,3.4943120000000003,0.4795,2.61925,1.8971875,-0.4554666666666671,0.3656875,-0.4000625,2.1629375,1.981437,3.54925,3.09275,-0.7604375,4.021063,0.410625,0.4404375,2.107125,1.279125,0.9971875,4.12825,1.2511875,4.0695625,1.8335,0.5505,1.173875,1.2765625,-0.002625,0.3064375,4.0810625,3.1413125,4.375875,0.0599375,2.026375,1.802875,0.5971875,1.7761875,3.8110000000000004,1.7928125,1.256125,0.5165,3.134125,3.805188,0.952625,0.535625,1.4788125,2.253375,2.1134375,5.2543125,1.43325,2.7420625,-0.373375,1.64125,2.24825,2.3841875,1.016812,1.30375,1.05175,3.040938,-0.8993125,1.70525,0.3558125,1.75975,3.2139375,2.739562
TOP3A,-0.0565,-0.2425,-0.187,-0.594,0.0165,0.185,-0.778,-1.056,-0.156,-0.7535,-0.733,-0.27699999999999997,-0.2795,-0.5035,-0.2535,0.136,0.121,-0.99,-0.981,-0.789,0.988,-0.7490000000000001,-0.4045,-0.47200000000000003,-0.73,-0.366,-0.3785,-0.7835,0.1705,-0.614,-1.4585,-1.1635,-0.6275,-0.674,0.1425,-0.629,-0.32,0.33299999999999996,-0.373,0.2165,0.023,0.128,-0.9785,-0.5329999999999999,0.4245,-0.1065,-0.7495,-0.7655,-0.6485,-0.349,-0.889,-0.7175,-0.7355,-1.3915,-0.728,-0.6659999999999999,-0.223,-0.028999999999999998,-0.718,-0.4625,-0.506,0.038,-0.255,-0.669,0.2515,-0.5615,-0.449,-0.4085,-1.5775,-0.033,-0.5245,0.13699999999999998,-0.31,-0.5945,-0.855,-0.982,-0.395,-0.5905,-0.0535,-0.2745,0.268,-0.406,-0.4085,-0.9055,0.754,-0.7035,0.3715,-0.13,-0.9775,-0.8895,-1.319,-1.127,-0.2105,-0.6885,-0.36200000000000004
BBC3,0.1970526316,-0.4053684211,0.5104211,0.634421052631579,0.18068420000000002,-0.31905259999999996,0.05073684,0.641526315789474,0.08994737,0.41421052631579,0.0228947368421053,0.4158947368,0.0773684211,-0.7000526,-0.9355789473999999,0.36831579999999997,-0.0734736842,-0.130105263157895,1.13447368421053,-0.172526315789474,-0.40778949999999997,0.16673684210526302,0.510368421052632,0.3648421,0.26926315789473704,0.23742110000000002,0.47778947369999997,0.697578947368421,-0.3194736842,-0.12547370000000002,-0.0744210526315789,0.9638421,-0.07294737,-0.461210526315789,-0.5223158,0.083842105,0.321210526315789,1.03957894736842,-0.2516316,0.6697894737,0.48436840000000003,0.4352105263,0.355,-0.0180526315789473,0.06542105,-0.6392105263000001,-0.7420526,0.2724737,0.7100526316,0.205473684210526,0.6901052631999999,-0.5628421052631579,-0.13815789473684198,-0.4493684210526311,-0.34831578947368397,0.304631578947368,0.488631578947368,-0.0835789474,-0.236263157894737,0.0443157894736842,0.0827368421,0.6054210999999999,0.2170526316,0.170947368421053,0.38968420000000004,-0.22610529999999998,0.7104210526315791,-0.1541579,0.535315789473684,0.4792105,0.919052631578947,0.8083157895,0.3765263,-0.2835789,2.3161578947368398,-0.579473684210526,0.932578947368421,-0.568894736842105,0.32531578947368395,-1.006211,-0.761368421052632,0.4776316,0.7002631578947371,0.7463157895,-0.284052631578947,-0.05421053,-0.244,-0.5555789473684211,-0.1414737,0.2787894737,-0.654105263157895,0.2595263,-0.547947368421053,-0.4816315789,0.8001053000000001
WNT8B,-0.313,1.9635,0.3125,-0.35,-0.337,0.3015,-0.4615,1.276,0.0025,1.079,-0.2655,0.7340000000000001,0.21600000000000003,-0.539,0.49,0.146,1.5695,0.0985,0.345,-0.3345,0.055999999999999994,0.37799999999999995,0.452,0.361,0.0425,0.251,-0.6859999999999999,0.379,0.888,-0.3155,0.8540000000000001,1.1215,-0.6955,-0.37,0.335,-0.943,0.878,-0.019,-0.285,-0.092,0.5435,-0.2115,0.2935,0.5745,0.2945,-0.0465,0.1125,0.797,-0.4325,1.706,-0.431,-0.3,-0.3355,0.773,0.2085,1.3330000000000002,-0.7170000000000001,0.6825,-0.941,-0.4935,0.377,0.0315,0.0695,0.363,-0.3275,1.625,0.0295,0.2125,-0.2315,-0.4045,-0.299,-0.6759999999999999,0.638,0.47600000000000003,-0.9245,-0.05,0.349,-0.36700000000000005,-0.4345,0.4295,1.0265,-0.3955,-0.0595,-0.16399999999999998,1.0065,0.5765,0.2365,-0.7675,0.0555,-0.638,-0.0665,1.399,-1.2195,0.757,0.1345
