,TCGA-A1-A0SM,TCGA-A2-A04R,TCGA-A2-A0CT,TCGA-A2-A0CW,TCGA-A2-A0D4,TCGA-A2-A0ER,TCGA-A2-A0EY,TCGA-A2-A0SV,TCGA-A2-A0SW,TCGA-A2-A0T3,TCGA-A2-A0T4,TCGA-A2-A0YG,TCGA-A2-A0YH,TCGA-A7-A0CJ,TCGA-A7-A13F,TCGA-A8-A06N,TCGA-A8-A06O,TCGA-A8-A06Q,TCGA-A8-A06R,TCGA-A8-A06X,TCGA-A8-A06Z,TCGA-A8-A079,TCGA-A8-A07L,TCGA-A8-A07S,TCGA-A8-A07W,TCGA-A8-A07Z,TCGA-A8-A082,TCGA-A8-A084,TCGA-A8-A085,TCGA-A8-A08F,TCGA-A8-A08G,TCGA-A8-A08I,TCGA-A8-A08P,TCGA-A8-A095,TCGA-A8-A096,TCGA-A8-A097,TCGA-A8-A09C,TCGA-A8-A09D,TCGA-A8-A09I,TCGA-A8-A09M,TCGA-A8-A09N,TCGA-A8-A09Q,TCGA-A8-A09R,TCGA-A8-A09W,TCGA-A8-A09Z,TCGA-A8-A0A9,TCGA-A8-A0AB,TCGA-AN-A03Y,TCGA-AN-A041,TCGA-AN-A049,TCGA-AN-A0AJ,TCGA-AN-A0AK,TCGA-AN-A0AM,TCGA-AN-A0AS,TCGA-AN-A0FF,TCGA-AN-A0FK,TCGA-AN-A0FY,TCGA-AN-A0XR,TCGA-AN-A0XW,TCGA-AO-A03O,TCGA-AO-A03P,TCGA-AO-A0J3,TCGA-AO-A0J7,TCGA-AO-A0JC,TCGA-AO-A0JD,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12B,TCGA-AQ-A04H,TCGA-AR-A0TQ,TCGA-AR-A0TT,TCGA-AR-A0TV,TCGA-AR-A0TY,TCGA-AR-A0TZ,TCGA-AR-A0U2,TCGA-AR-A0U3,TCGA-AR-A1AV,TCGA-B6-A0IB,TCGA-B6-A0IC,TCGA-B6-A0IM,TCGA-B6-A0RL,TCGA-B6-A0WV,TCGA-B6-A0WW,TCGA-B6-A0X5,TCGA-BH-A0AU,TCGA-BH-A0AY,TCGA-BH-A0B5,TCGA-BH-A0BD,TCGA-BH-A0BF,TCGA-BH-A0BZ,TCGA-BH-A0C0,TCGA-BH-A0C3,TCGA-BH-A0C7,TCGA-BH-A0DD,TCGA-BH-A0H0,TCGA-BH-A0HU,TCGA-BH-A0HW,TCGA-BH-A0W3,TCGA-BH-A18F,TCGA-BH-A18J,TCGA-BH-A18L,TCGA-BH-A18U,TCGA-BH-A1EW,TCGA-C8-A12M,TCGA-C8-A12U,TCGA-C8-A12W,TCGA-C8-A12X,TCGA-C8-A1HG,TCGA-C8-A1HL,TCGA-C8-A1HM,TCGA-C8-A1HN,TCGA-D8-A13Y,TCGA-D8-A140,TCGA-E2-A107,TCGA-E2-A109,TCGA-E2-A10A,TCGA-E2-A10C,TCGA-E2-A14O,TCGA-E2-A14S,TCGA-E2-A14W,TCGA-E2-A155,TCGA-E2-A15A,TCGA-E2-A15K,TCGA-E2-A15L,TCGA-E2-A15M,TCGA-E2-A15S,TCGA-E2-A15T
INHBE,-1.044,-1.5815,-1.19466666666667,-1.4981666666666698,-1.02716666666667,-1.4709999999999999,-2.7272,-1.088333,-1.043833,-0.6913333,-0.8885,-1.250333,-0.5016667,-1.314167,-0.5768,-1.6801669999999997,-1.02366666666667,-0.9406667,-1.28366666666667,-0.9243333,-1.275,-1.827,-1.4848333333333301,-1.302667,-1.445,-0.493,-1.5928333333000002,-1.18316666666667,-1.3573333333333302,-1.582667,-1.100667,-1.5476666666666699,-1.2976666667,-1.5661666666666698,-1.6021666666666698,-1.372833,-2.20183333333333,-1.9613333333333303,-1.6146666666666698,-1.2971666667,-1.15783333333333,-3.01233333333333,-1.10033333333333,-0.6835,-0.9423333,-1.6598333333333302,-1.336167,1.0371666667000001,-0.9511666999999999,-0.932333333333333,-0.9963333329999999,-0.1565,-1.0745,-0.9153333333,-2.89266666666667,-1.7263333333333302,-1.4185,-1.317,-1.2695,-1.361833,-1.1485,-1.5858333333,-0.8695,-1.4885,-1.193667,-2.08216666666667,-2.3983333333333303,-1.0123333333,-1.2651666667,-1.037167,-1.094667,-0.608,-1.6093333333333302,-0.8248333333,-0.6605,-1.308,-1.5973333333333302,-1.379667,-1.6119999999999999,-1.5895,-1.19566666666667,-1.4755,-1.236167,-0.8763333000000001,-1.281167,-0.4366666666666671,-0.6221667,-1.6266666666999998,-0.726166666666667,0.052000000000000005,-1.594333,-0.847666666666667,-1.6738333333333302,-1.063,-2.2345,-2.20616666666667,-1.8678333333333301,-1.7521669999999998,-1.089833,-0.991666666666667,-1.10916666666667,-0.969833333333333,-0.6748333333,-0.6705,-0.9666667,-1.288,-0.8835,-1.0731666667,-1.03566666666667,-1.1305,-1.01833333333333,1.00233333333333,-1.231667,-1.5131666666999999,-1.147,-0.780333333333333,-1.1648333333,-1.13683333333333,-1.437167,-0.855,-1.0188333333,-1.25983333333333,-1.0345,-1.30733333333333,-1.1286666667,-0.45433329999999994,-0.4498333333333329
HDAC1,-0.7345,-1.375333,-0.254,-0.037000000000000005,0.179833333333333,0.3938333333333329,-1.16016666666667,-0.321,0.3578333,-0.3438333,-1.2745,-0.7693333000000001,-0.052000000000000005,0.02566667,-0.14300000000000002,1.189167,-0.904333333333333,-0.597,-0.40633333333333294,0.23866669999999998,0.7695,0.23316666666666697,-0.257,-0.5508333000000001,0.0208333333333333,0.2395,0.3678333333,-0.208833333333333,-0.213,-0.3095,0.4313333,0.5675,-0.3276666667,-0.348333333333333,-0.33899999999999997,-0.47883329999999996,-1.16866666666667,-0.652166666666667,-0.6675,-0.4465,-0.0543333333333333,-0.580166666666667,-0.4636666666666671,-0.297,-0.5958333,-0.21466666666666698,-0.9628333,-0.6970000000000001,-0.2555,0.10416666666666699,-0.515333333,0.563333333333333,-0.9238333000000001,-1.077,-0.18416666666666698,-1.0765,0.7055,-0.16316670000000003,-0.3445,-0.094,-0.229166666666667,-0.5455,-0.831333333333333,0.2775,-1.101833,-1.4480000000000002,-0.667666666666667,-1.053,0.4206666667,0.2765,0.0415,0.1398333,-0.613333333333333,-0.6013333332999999,0.18683329999999998,-0.2951667,-0.3646666666666671,-0.532,0.29,-0.1355,0.294333333333333,-0.24733333333333302,-0.6585,0.4685,-0.2926667,-0.8445,-0.5145,-0.6518333332999999,-0.5595,0.12066666666666699,-0.45366670000000003,-1.4053333333333302,-0.0471666666666667,-0.5575,0.529,0.15183333333333301,0.0131666666666667,-0.6086666999999999,-0.5971666999999999,-0.852833333333333,0.171,0.10516666666666699,-0.6148333333,-0.156833333333333,-0.04066667,-0.20283333333333303,0.4748333333333329,-0.0221666667,0.148666666666667,-0.4071666667,0.296333333333333,0.3445,-0.4083333,-0.08433333330000001,-0.4863333333,0.4521666666666671,-0.17383333329999998,-0.212,0.4378333,-0.423,0.5396666667,0.3663333333333329,-0.1055,-0.0888333333333333,0.16933333329999997,1.3475,0.29866666666666697
IL1R1,2.1613333333,-0.1441667,3.71633333333333,1.3518333333333301,0.659333333333333,2.46566666666667,1.27283333333333,2.8776669999999998,1.010833,0.652,3.10933333333333,0.7033333,3.1695,-0.8215,-0.139666666666667,3.7110000000000003,0.760166666666667,-0.6475,1.15166666666667,0.45033329999999994,1.646,1.7505,1.4525,-0.03483333,2.2521666666666698,-0.17083333329999997,0.6225,1.652,0.5091666666666671,3.9068330000000002,0.007333333,2.02516666666667,2.9205,1.11716666666667,1.45483333333333,0.8081666999999999,3.8255,1.8093333333333301,1.0405,0.9490000000000001,4.47983333333333,3.82616666666667,0.296833333333333,2.589,-0.069,1.21233333333333,-0.04016667,0.38683333329999997,0.08466667,1.153,3.838833333,-0.3891666666666671,0.205,2.0741666667,0.224666666666667,-0.0401666666666667,0.69,-0.4071667,1.4948333333000001,0.0555,-1.084,1.59,-0.177833333333333,1.608667,1.392167,5.0626666666666695,2.87266666666667,0.5278333332999999,-0.307,0.7346666999999999,0.032,-0.04066667,0.0798333333333333,2.3621666667,-0.19216670000000002,1.6685,2.924,0.5881666999999999,1.072,1.4269999999999998,2.801,-0.22216666666666698,3.421667,-0.972,1.498167,3.1319999999999997,0.9403333,1.2868333333,1.9351666666666698,0.954666666666667,1.7113330000000002,2.1616666666666697,1.41883333333333,0.1288333,-0.864166666666667,0.7315,1.6915,0.6548333000000001,3.406,1.7080000000000002,-0.559833333333333,1.5805,2.167,-0.695666666666667,-1.0135,0.9715,-0.5021666666666671,1.4893333333,0.636,0.5313333333,-0.769166666666667,0.21816666666666698,0.0425,0.7623333333,0.45,0.44799999999999995,0.5381666667,3.944,0.4086667,2.0385,1.386,1.899,1.39566666666667,2.9535,1.8256666666999999,0.8311666999999999,-0.24916666666666698
RRAGB,0.9021666667,2.1751669999999996,1.9015,-0.9195,0.512666666666667,1.27733333333333,1.626,1.021,-0.20716669999999998,1.433667,1.9731666666666698,0.8466667,1.4355,0.07383333,1.7169999999999999,1.2445,1.4133333333333302,0.8206667,0.655333333333333,2.3666669999999996,2.199333,0.577333333333333,0.8290000000000001,1.062,1.25833333333333,2.0123333333,1.4393333333000002,2.0671666666666697,1.31066666666667,2.391667,1.855,1.3535,1.379,0.312166666666667,0.664666666666667,1.618833,0.0116666666666667,-0.00616666666666667,0.317333333333333,1.4855,2.03183333333333,1.1175,1.5885,0.5053333,1.733167,0.733166666666667,1.172833,2.4201666666999997,0.4855,1.62233333333333,0.322166667,0.5575,0.2143333,0.0491666667,1.09233333333333,1.369,0.1605,0.3311667,1.4951666666999999,1.8323330000000002,1.45616666666667,2.1515,1.7683333333333302,0.355,1.8465,1.3395,0.3791666666666671,-0.0765,1.4923333333000002,-0.31033330000000003,0.321,0.9686667,0.6558333333333329,2.2928333333,0.6061667,1.375,0.860666666666667,1.3459999999999999,0.8809999999999999,2.08233333333333,1.22583333333333,1.4718333333333302,1.5435,1.2945,1.9256669999999998,1.05616666666667,1.419,1.3423333333,0.982166666666667,0.557666666666667,0.6193333000000001,1.03116666666667,1.02066666666667,1.489667,1.26733333333333,-0.690833333333333,1.5730000000000002,1.3465,1.301,0.982166666666667,0.152166666666667,1.5915,1.6018333333,1.587,0.4026667,-0.0841666666666667,1.351,0.369,0.10366666666666699,1.734,0.752,-0.0273333333333333,0.5371667,0.8268333333,0.48816666670000003,1.093,0.5613333333,0.8965,0.2425,0.6628333333333329,0.7058333333,0.2625,0.3455,0.743833333333333,1.4680000000000002,1.1235,2.4751666666666696
DFFB,-0.4517,-0.7146,-0.526,-0.9082,-0.4573,-0.4451,-0.2646,-0.1291,0.0101,-0.1675,-0.6388,-0.889,-0.5868,0.0522,-1.0746,-0.5395,-0.2261,0.2157,-0.6759999999999999,0.1041,-0.1355,-0.8935,-0.6508,-0.0546,-0.4946,-0.3759,-0.2631,-0.6031,-0.2598,-0.1867,-0.1346,-0.6981,-0.5035,-0.1246,-0.1423,-0.5733,-0.5471,-0.6411,-0.4248,-0.6449,-0.3329,-0.2386,-0.8397,-0.6727,-0.7717,-0.3312,-0.3318,-0.17,-0.7814,-0.9577,-0.2065,0.2663,-0.2118,-0.5617,-0.0362,-0.7563,0.1769,-0.1348,-0.3976,-0.2841,-0.027999999999999997,-0.1685,-0.3253,0.1573,0.39,-0.7405,-0.8543,-0.2609,-0.4057,-0.3885,-0.0062,-0.1088,-0.9454,-0.332,-0.1254,-0.5117,-0.0677,-0.6625,0.0443,-0.3064,-0.1416,-0.71,-1.3002,-0.0576,-0.6058,-0.4805,-0.276,-0.0483,-0.1684,-0.2401,0.3796,-0.4374,-0.8907,-0.231,-0.3073,0.1004,-0.138888888888889,-0.8341,-0.3861,-0.6997,-0.2233,-0.6761,-0.1066,-0.2893,-0.3355,-0.893,-0.3316,0.392,-0.3427,-0.2099,-0.3937,-0.8589,-0.4872,-0.5692,-0.4516,-0.8116,-0.3935,-0.7154,0.0207,-0.1886,-0.6407,-0.8771,0.1995,-0.6779999999999999,-0.3122,0.1606,-0.4752
AIFM1,-0.40325,-0.175,-0.49700000000000005,-0.4295,0.22399999999999998,0.1685,0.10300000000000001,0.36075,1.13125,-0.6679999999999999,-0.34425,0.56725,0.474,0.74775,0.15075,0.02625,0.436,0.7979999999999999,0.184,0.419,1.2555,-0.23725,0.24125,0.3805,0.5765,0.92525,0.12575,0.501,0.33825,0.3715,0.47475,0.2205,0.0855,-0.3165,-0.45899999999999996,0.6915,-1.00175,-0.25025,0.1585,0.2195,0.5385,0.01675,0.35425,-0.1325,-0.293,-0.67275,-0.08075,0.057,-0.46625,0.063,0.55975,0.28725,-0.23675,-0.41125,-0.151,0.9305,-0.24425,-0.765,-0.7170000000000001,0.344,0.30175,0.72275,0.7195,-0.38275,0.54825,0.1765,-0.96475,-0.25025,0.06375,0.337,-0.59975,0.26825,0.33575,-0.1285,0.03075,-0.18225,-0.29925,0.818,0.69125,0.41225,-0.064,0.39825,0.00975,0.0125,0.70725,0.27,-0.3155,-0.2015,-0.775,-0.19175,-0.17675,0.0925,0.14125,0.00675,-0.0425,-0.52175,-0.13425,0.1455,0.64975,-0.34,0.08575,-0.5085,-0.14675,-0.2985,1.01175,0.02375,0.50725,0.6755,0.326,0.81,0.36575,-0.1795,-0.2955,0.309,0.09325,0.3095,1.14,0.617,-0.2435,0.53975,-0.293,0.42175,0.25975,0.2165,0.19,-0.28925,-0.257
TOP3B,-0.9805,-0.856,-0.42700000000000005,-1.368,-1.07175,-1.18,-1.10325,-1.36275,-1.2345,-0.06275,-1.0375,-1.36675,-0.402,-0.56275,0.7145,-0.81875,-0.7340000000000001,-0.877,-1.10075,-0.50275,-1.03625,-0.3515,0.05625,-0.54275,-0.90275,-0.71175,-1.0325,-0.66525,-0.5755,-0.408,-1.04125,-0.9985,-0.7275,-0.80175,-0.813,-1.011,-0.86775,-0.20575,-0.98,-1.27625,-1.3575,-1.40725,-0.6875,-0.63975,-0.95125,-0.5255,-1.34775,-1.0455,-0.36525,-1.20275,-0.85225,-0.70825,-0.581,-0.3225,-1.105,-1.05175,-1.5925,-1.0415,-1.15475,-0.29475,-0.71275,-1.49175,-0.57225,-0.62675,-0.77025,-1.51375,-0.3135,-0.88875,-1.04675,-0.61825,-0.7909999999999999,-0.753,-0.87675,-0.6505,-0.9005,-0.4045,-0.79025,-1.158,-1.00875,-0.865,-1.85875,-0.19025,-0.335,-0.6995,-0.7879999999999999,-0.71125,-0.63625,-1.01125,-0.27925,0.127,0.0585,-0.7545,-1.14475,-1.66025,-0.33725,-1.1325,-0.652,-1.1365,-1.001,-1.0715,-0.97475,-0.6265,-0.742,-1.1325,-0.79825,-0.75775,-0.28525,-0.9285,-0.82125,-0.85175,-1.08225,-1.54825,-0.799,-0.5205,-0.78525,-1.29525,-1.389,-0.7795,-0.7245,-1.05475,-0.89475,-1.3619999999999999,-1.255,-1.204,-0.7955,-1.001,-0.46275
BMPR1A,1.1686666667,0.5003333,1.25,0.795833333333333,-0.5895,0.413,0.46983333333333294,-0.207,-2.041,0.5718333000000001,0.960666666666667,-0.9506667,0.46333329999999995,0.2776667,-0.5015,-0.425,0.599833333333333,-0.7601667,-0.0121666666666667,0.8893333000000001,0.62,-0.43700000000000006,0.5496666666666671,0.6265,0.0305,0.1935,-0.4305,-0.2615,-2.09266666666667,-0.5583333,0.7256667,-0.638,0.0573333333,-0.2835,-1.0185,0.11699999999999999,0.17583333333333304,0.133,-0.7798333333333329,-0.5793333333,0.5453333333333329,-0.0791666666666667,-0.1495,0.2503333,-0.7471667,-0.0115,0.4445,0.5735,0.41116670000000005,0.26033333333333303,-0.0945,0.679,-0.1371667,-0.052166666699999996,0.0266666666666667,0.836833333333333,0.2223333333,-0.01833333,-0.1281666667,0.06716667,-0.5068333333333329,0.8321666667000001,-0.318166666666667,-1.188833,0.4036667,1.4265,0.0993333333333333,0.42766666670000003,0.0048333333,0.1375,-0.4088333,0.0058333330000000004,1.43616666666667,0.8476666667,-0.0725,0.9353333,0.782,-0.3148333,0.730666666666667,-0.261666666666667,0.596833333333333,0.3833333333333329,0.88,0.4071667,0.7723333,0.76,0.28,0.5251666667,0.1555,0.37799999999999995,-0.8008333000000001,0.4138333333333329,0.5925,0.6806667,0.499,0.6509999999999999,-0.0113333333333333,0.42133329999999997,0.48016670000000006,0.712333333333333,1.4415,0.2835,-0.0956666667,-0.4386666666666671,-0.3588333,-0.563666666666667,-0.6975,0.4625,0.057,1.6308333333,-0.32733333333333303,-0.743833333333333,0.46299999999999997,1.1836666667,0.529,0.5463333333333329,0.0253333333,0.813833333333333,0.4928333,0.7585,0.4563333333,0.594666666666667,0.306333333333333,0.159,-0.6425,1.360333,0.776166666666667
SMAD3,-0.11900000000000001,-0.6607,-0.3309,-0.2584,0.1761,0.0129,-1.4428,-1.0895,-0.7236,0.308,-0.102,-0.1058,-0.188,0.2973,-0.2924,0.0064,-0.1791,-2.1526,-0.7374,0.0386,-1.1452,0.179,0.2987,-0.4982,0.1784,-0.1822,-0.7188,-1.1902,0.1658,-1.0656,-1.6732,-0.7604,-0.2272,-0.7878,0.6265,0.0277,-0.6920000000000001,-0.1928,-0.2047,0.4079,0.7741,-0.2128,-0.165,-1.0779,1.0446,0.4823,0.2527,0.0538,-0.1599,0.3542,-0.6343,-1.0136,0.1059,-0.5743,-0.6269,-1.1408,-0.0004,-0.159,-0.9819,0.3067,0.1638,0.0614,-0.0867,0.3815,0.385,0.6815,-0.6257,-1.0703,0.6329,0.345,-0.4011,0.3031,-0.3072,0.6419,-0.7501,-0.2918,-0.4742,-0.7681,0.8005,0.3857,0.4471,-0.5624,-0.0196,-0.0446,-0.9575,-0.7914,-0.0018,-0.2745,-0.3113,-0.9207,-0.3307,-0.1276,0.3415,0.0735,-0.6269,-1.3807,0.2849,-0.135,-0.6485,-1.0823,-0.3591,-0.3182,-0.3872,0.4844,-0.9640000000000001,-0.7139,-1.4169999999999998,-0.7088,0.1427,-0.5649,0.2081,0.2318,0.1737,-0.7181,-0.0154,1.6409,-0.6233,-0.2038,0.4332,-0.7702,0.3627,-0.7051,0.0612,0.1947,-0.6129,1.9395,-0.0591
PRKAR2A,-0.0555,0.2763333,-0.630666666666666,-0.0755,0.0463333333333334,-0.3595,-0.3573333333333329,0.0045,-0.653,-0.9936666999999999,-0.162666666666667,-0.04033333,0.6695,-0.07183333,0.768,-0.8953333,0.3806666666666671,-0.05033333,-0.618,0.419,0.18333329999999998,-0.3695,0.5131666666666671,-0.09916667,0.087,0.3846666667,-0.0655,-0.19983333333333303,0.000333333333333389,0.3961667,0.9468333000000001,-0.0133333333333333,-0.4045,-0.9145,-0.590833333333333,-0.06366667,-0.6003333333333329,-0.32533333333333303,-0.124166666666667,-1.0161666667,0.46816666666666706,0.7253333333333329,-0.251166666666667,-0.08383333,-0.4735,-0.4428333333333329,-0.9308333000000001,0.2771666667,-0.3373333,-0.4645,0.024833333,0.152166666666667,0.366,-0.1045,-0.23966666666666697,0.22783333333333303,-0.6706666667,-0.16399999999999998,-0.32183333329999997,0.4936667,0.239,0.1436666667,0.920666666666667,-0.7643333000000001,0.4485,-1.03383333333333,-0.0795,-0.272,0.31433333329999996,-0.2751667,-0.5766667,0.7083333,-0.6985,-0.1935,-0.3386667,-0.0255,-0.8785,-0.7033333,-0.24833333333333302,-0.5351666666666671,-0.3551666666666671,-0.344833333333333,0.07233333,0.007333333,-1.2329999999999999,-0.0908333333333333,-0.835,-0.231,-0.845833333333333,-1.308,0.18316670000000002,-0.16933333333333303,-0.561,-0.3913333,-0.335,-0.336666666666667,-0.763833333333333,0.2715,-0.9433333,-0.447,-0.278,0.3575,-1.2523333333,-0.5008333333333329,-0.15466670000000002,-0.054000000000000006,0.22266666666666698,-0.6053333332999999,0.1085,-0.8401666667000001,-0.751166666666667,-0.09,-0.638,0.262,0.20366666670000003,0.4873333333333329,-0.5091666667,0.0408333333333333,-0.5241667,-0.6815,-0.9251666667,-0.5710000000000001,-0.926333333333333,-0.2905,-0.147,0.09016667,0.36
MAP3K14,-0.6125,0.0875,-1.204,-0.6859999999999999,-0.3195,-0.39875,0.5115,0.66775,0.50375,0.51475,-0.05225,0.47825,0.28025,-0.51475,0.80625,-0.6345,0.81125,0.16725,0.00525,-0.08525,0.13075,-0.1115,-0.34425,0.13175,0.42275,-0.12525,-0.0925,0.60325,-0.2255,0.51475,0.3685,0.72275,1.01375,0.18625,0.58425,0.3445,-0.18,-0.58175,-0.0165,0.637,-0.628,0.4985,0.602,-0.0415,0.27725,1.1205,0.30875,0.18325,0.6035,0.06325,0.51125,-0.32375,0.23475,-0.2315,-0.42125,0.1035,0.0345,0.00925,0.76275,0.1305,0.139,-0.53925,0.6635,2.02225,-0.0075,-1.09075,-0.25975,0.7595,-0.32425,0.32575,0.8315,0.89475,-0.19575,0.02,0.07675,0.21825,1.71175,-0.89925,0.317,-0.30775,0.39325,0.7815,-0.154,-0.0785,0.04125,-0.19525,1.0815,-0.03175,0.9605,1.07125,0.99675,0.95975,0.82125,-1.12225,-0.2985,0.13125,-0.561,0.73225,0.51075,0.000250000000000004,0.63025,-0.12625,1.59725,-0.2015,0.6385,-0.03225,-0.31625,1.03525,-0.07475,1.36675,1.601,0.5015,-0.3115,0.56175,-0.40975,-0.327,0.83175,0.42975,-0.26825,0.508,-0.0985,-0.223,0.48625,0.40525,0.93375,-0.7345,0.3125
RAB23,0.6385,0.47700000000000004,-0.73225,0.15925,-0.4995,0.35375,0.2545,0.77725,-0.10800000000000001,0.59925,0.99125,-0.165,-0.031,-0.5615,-0.423,-0.63925,-0.639,-1.40475,1.06875,0.379,-0.9229999999999999,-0.83725,-0.10099999999999999,-1.088,-0.41125,-0.02975,-0.1835,0.35375,-0.31675,-0.3805,0.51375,-1.16575,-0.36475,-0.3245,0.21025,0.7245,-0.12075,0.02625,-0.7390000000000001,-0.9655,0.5870000000000001,-0.255,-0.121,-0.2845,-0.9365,-0.29875,0.23025,-0.5845,0.7835,-0.13775,0.136,0.34675,-0.414,0.05825,-0.17300000000000001,-0.19699999999999998,0.48125,-0.586,1.4869999999999999,-0.373,0.49575,-0.33525,-1.0285,-1.19575,0.611,-0.3695,0.821,0.23325,-0.60125,-0.39399999999999996,-0.27075,-0.2665,0.03125,-0.045,0.2215,-0.2615,-0.09825,-0.20525,0.01475,0.10625,-0.21875,0.25825,0.31475,-0.93725,0.37925,0.68725,-0.52525,-1.05225,-0.3235,0.23,-0.50875,-0.2585,0.47825,0.49625,-2.1715,-0.03075,-0.97925,-1.01775,-0.0775,0.16375,-0.8640000000000001,0.25575,-0.371,-0.4725,0.01875,0.7295,-0.37875,-0.52975,-0.3705,-0.2675,0.30925,0.021,0.03575,-0.53375,-0.5335,0.33399999999999996,-0.63525,-0.38375,-0.31075,0.20875,0.28425,0.32125,-0.593,0.69825,-0.1895,0.04375,-0.76225
MAML3,-0.20025,0.46325,0.324875,0.05675,-0.01275,0.254625,0.1605,0.135875,0.102,-0.08628571,-0.0045,0.13375,0.199875,0.04325,0.471125,0.89525,0.401125,-0.11625,0.270375,0.044125,0.094875,-0.4708571428571429,-0.16225,-0.055875,0.120125,-0.06675,-0.10300000000000001,0.42557142857142893,-0.10475,-0.525,0.210125,-0.031375,0.083375,0.0444285714285714,0.047625,0.028875,-0.00824999999999998,-0.44614285714285706,0.263285714285714,-0.0305,0.30825,-0.233,-0.04375,0.225375,0.013625,0.197375,-0.043,-0.206625,0.080875,0.122375,-0.257625,-0.06575,0.174125,0.029125,-0.1015,-0.246125,-0.2255,0.023,0.2085,0.30425,0.374,0.319875,0.05025,0.4472857,0.21975,-0.23842857142857102,0.027125,0.4425,-0.053,-0.053125,-0.19,0.406,-0.004750000000000029,0.450375,0.0765,0.32,0.036125,0.876125,0.788857142857143,0.605285714285714,0.46875,-0.053375,-0.07225,0.073625,0.20025,-0.063375,0.010875,0.355625,-0.64325,0.052875,-0.068625,-0.259375,-0.0045,0.404375,0.541625,-0.010125,0.196714285714286,0.720875,-0.041125,0.036625,0.0342857142857143,0.1795,-0.032625,0.3925,0.22825,0.056375,0.38475,0.0505,0.372375,-0.07,0.74675,-0.02925,-0.000125,0.219625,0.090125,0.11075,0.076125,-0.050125,0.176875,0.152625,0.291625,-0.014625,0.305875,0.62825,-0.073125,0.336625,0.181375
CASP3,0.1621666667,0.8101666999999999,0.0153333333333333,0.6265,0.669833333333333,0.0106666666666667,-0.1105,0.2608333,0.3203333,1.167,0.305666666666667,0.5581666999999999,0.2206667,0.2723333,-0.4775,-0.5266666999999999,0.124333333333333,-0.2691667,-0.917833333333333,0.45433329999999994,-0.5981666999999999,0.26883333333333304,0.665666666666667,0.21066669999999998,-0.0933333333333333,-0.0203333333,0.278,0.5108333333333329,0.19083333333333302,-0.02116667,0.5003333,0.2085,0.0905,0.4153333333333329,-0.0371666666666667,0.45166670000000003,0.27,0.20083333333333303,0.16399999999999998,0.8703333333,1.128,-0.0385,-0.0416666666666667,0.5341667,-0.0935,0.0868333333333333,0.2383333,0.1036666667,0.655,-0.38,-0.1015,0.41,0.2691667,-0.4028333333,0.619333333333333,-0.0571666666666667,-0.17933333329999998,0.5348333000000001,-0.0226666667,0.126,0.195,1.0098333333,-0.00483333333333334,0.37083330000000003,0.5418333000000001,0.4781666666666671,0.2095,-0.5281666667,1.2191666667,0.5463333,0.22699999999999998,-0.131,-0.1405,0.25016666670000004,0.8876666999999999,0.01866667,0.931666666666667,-0.235,-0.334666666666667,0.23183333333333303,0.626,0.17316666666666697,0.18899999999999997,-0.01816667,0.5186667,0.871,0.4913333,0.0656666667,0.03,-0.47700000000000004,0.07166667,0.0256666666666667,0.5008333333333329,0.8088333000000001,-0.1995,-0.0711666666666667,-0.761666666666667,0.3091667,0.44983329999999994,-0.106833333333333,-0.110333333333333,0.167666666666667,0.9293333333,0.526,0.48200000000000004,0.1985,0.704333333333333,0.3018333333,0.4483333333333329,-0.026666666699999998,0.7898333333333329,-0.233,0.2326667,0.6798333333,0.4053333333,0.21,0.40399999999999997,-0.1165,-0.308,0.586833333333333,0.004,0.3803333333333329,0.20566666666666697,0.423,0.0946666667,-0.2216667,0.4906666666666671
GADD45G,2.006,1.9169999999999998,2.8357,1.5888,2.4414,0.8806,0.9452,2.1732,2.133,1.6382,2.7112,2.0283,0.8492,1.1671,2.6066,2.7119,2.0507,1.9965,1.0557,0.2436,2.3511,1.6096,1.6171,1.7217,1.84,1.3891,1.4536,1.3913,2.613,1.3319999999999999,1.149,2.401,1.77,1.9876,2.6253,1.3916,2.6514,1.9652,1.6797,1.7649,2.904,1.4122,1.7979,1.4176,2.1811,2.5097,2.4615,2.1506,0.9622,1.965,2.1658,2.0958,0.8744,2.4045,1.9772,1.9718,2.81,1.9427,2.4569,1.6026,1.7182,3.4858,2.2948,1.6034,2.0295,3.5127,0.6471,1.9242,1.1692,0.8071,2.2255,2.917,0.9876,2.2294,1.2442,2.1167,1.4835,2.6743,2.5924,2.168,1.8974,1.6123,2.5572,1.6041,1.7491,2.1721,2.2793,1.2222,1.8242,2.4998,1.7479,1.8289,1.5756,1.2509,2.5611,3.4177,2.7552,2.7794,2.7916,2.6789,2.7096,1.7792,1.5117,2.8333,1.6729,1.01,1.7766,2.0899,2.301,2.0607,2.049,2.5471,0.9677,3.1939,2.2635,1.6477,2.4837,1.4583,2.6337,1.8239,2.5323,1.2152,1.9353,3.7495,1.6313,2.679,1.4866
