,TCGA-A2-A04W,TCGA-A2-A04X,TCGA-A2-A0CL,TCGA-A2-A0CX,TCGA-A2-A0CY,TCGA-A2-A0D1,TCGA-A2-A0EQ,TCGA-A2-A0T1,TCGA-A8-A075,TCGA-A8-A076,TCGA-A8-A07B,TCGA-A8-A07I,TCGA-A8-A081,TCGA-A8-A08B,TCGA-A8-A08J,TCGA-A8-A08L,TCGA-A8-A08X,TCGA-A8-A092,TCGA-A8-A094,TCGA-A8-A09G,TCGA-A8-A09X,TCGA-A8-A0A7,TCGA-AN-A04C,TCGA-AN-A0FV,TCGA-AO-A03L,TCGA-AO-A03N,TCGA-AO-A0J2,TCGA-AO-A0JE,TCGA-AO-A12D,TCGA-AR-A0TX,TCGA-AR-A1AT,TCGA-B6-A0I9,TCGA-B6-A0IK,TCGA-B6-A0RH,TCGA-B6-A0RS,TCGA-BH-A0AW,TCGA-BH-A0B7,TCGA-BH-A0DZ,TCGA-BH-A0EE,TCGA-BH-A0HY,TCGA-BH-A18P,TCGA-BH-A18R,TCGA-BH-A1EV,TCGA-C8-A12L,TCGA-C8-A12P,TCGA-C8-A12Q,TCGA-C8-A12T,TCGA-C8-A12Z,TCGA-C8-A130,TCGA-C8-A135,TCGA-C8-A137,TCGA-C8-A138,TCGA-C8-A1HF,TCGA-D8-A13Z,TCGA-E2-A14P,TCGA-E2-A14V,TCGA-E2-A152,TCGA-E2-A1B0
CHEK2,-0.6635,-0.8959999999999999,-0.61225,-0.275,-0.467625,-0.678625,-0.189375,-0.7879999999999999,-0.477125,-1.39675,-0.584375,-1.9080000000000001,-0.15075,0.0865,-1.6115,-0.7,-0.345375,0.585,0.400375,-0.691875,-0.773625,-1.30975,-0.037625,-0.9865,-1.07,-0.4055,0.73575,-0.5735,-0.522,-1.531,-0.796625,-0.237125,-0.800875,-0.7455,-0.295375,-0.93325,-1.767875,-1.061875,-0.717125,-0.306,-1.234,-0.787125,0.00699999999999999,-0.02475,-0.723875,-1.137875,-0.4455,-1.021875,0.2945,-0.187,-0.99525,-1.5305,0.15225,-0.23425,-0.871625,0.174875,0.068125,-0.331625
PPP2CA,-0.4076,0.0251,-0.0206,-0.6316,-1.232,-0.4995,-0.8962,0.0072,0.3355,-0.4078,0.2267,0.1638,-0.2973,-0.0783,-0.2901,0.3113,-1.0922,0.2931,-0.254,0.2195,-0.1648,-0.1362,-0.8491,-0.958,0.2003,-0.3502,-0.9326,0.4763,0.2105,0.266,0.1823,0.8491,0.3818,-0.6126,-0.423,-0.4613,0.3518,0.1398,-0.3723,0.1807,0.0692,0.2688,0.3288,0.0717,0.621,0.3594,0.2208,0.2799,-0.6149,0.0597,-0.2455,-0.494,0.0191,0.7262,-0.6654,0.5044,0.019,-0.4996
GAS1,1.63175,0.05675,0.9570000000000001,2.31175,-1.89,-0.05475,0.0455,1.4345,1.2770000000000001,1.28725,1.0815,0.9670000000000001,-1.81675,-0.61675,1.4315,-0.825,1.89175,0.534,1.39575,-1.0035,-0.175,0.58525,-1.17175,1.2985,0.54775,1.07675,-0.62575,2.31975,1.69325,0.7975,0.78675,1.143,0.11275,0.735,1.534,0.364,1.1925,2.1055,-2.128,0.81325,0.715,0.36725,1.5619999999999998,0.86175,1.95725,1.21725,2.79625,1.11425,0.743,0.91625,0.62375,1.2635,1.76025,1.2365,-1.13875,1.06875,1.82325,1.26325
NBL1,1.675,-0.24625,0.79775,1.1575,0.2775,0.93525,-0.32225,0.79775,1.5219999999999998,1.0705,1.3375,0.82425,-0.14,0.991,1.18025,0.691,1.38675,0.26475,0.605,0.753,0.7275,1.3969999999999998,0.4315,1.42125,1.44475,1.22225,0.00275,1.609,1.1305,1.12175,0.414,-0.00425,1.391,1.34725,0.5035,0.87125,0.9279999999999999,1.91675,-0.19725,2.7435,0.6155,-0.1545,1.34675,-0.2265,0.7745,0.409,1.6825,0.95025,1.6425,1.6685,0.8785,1.41775,2.70925,0.634,0.42275,0.60375,1.7985,0.613
CDKN1A,0.444,1.3934285714285701,0.7407857,0.00949999999999997,-1.126929,-1.506,-0.5502143,-0.4917857,-0.4828571429,0.7042857142857142,-1.071,1.97385714285714,-0.639714285714286,0.4997857,0.6702142857142861,1.167,-0.337928571428571,-1.04535714285714,-0.3653571,-0.0998571428571429,-0.47600000000000003,0.6011429,-0.857642857142857,0.3882143,0.6240714285714279,-0.1765,-0.5038571428999999,0.2046429,-0.099,-0.4753571429,0.3115,-0.9642857142857142,0.739642857142857,0.4018571428571429,0.005785714,-0.9317143,0.706857142857143,0.6782143,0.0649285714285715,-0.03571429,-0.5502143,0.7087857143,0.519,0.37192857142857105,-0.0827142857142857,0.3442857,-0.262857142857143,-0.0325,-0.8613571429000001,-0.179,-0.3741428571,0.5626428571000001,0.905357142857143,2.19685714285714,-0.8525,0.266571428571429,0.7707857142857142,-0.24735714285714303
POLD1,-1.7668333333333301,-1.23816666666667,-1.2325,-2.04083333333333,-1.4755,-1.9738330000000002,-1.2995,-1.490833,-1.492,-1.974,-1.1756666667,-1.4166666666666698,-1.4286666666666699,-1.411333,-1.4725,-1.5945,-0.737833333333333,-0.984166666666667,-2.0916669999999997,-1.6976666666666698,-1.5368333333333302,-1.7633330000000003,-0.853,-1.9301669999999997,-1.5556666666666699,-1.505167,-1.4871666666999999,-1.7106669999999997,-1.7245,-1.9669999999999999,-1.566833,-1.8113333333333301,-1.7381666666666697,-1.6506666666666698,-1.090667,-1.7198330000000002,-2.1835,-1.896167,-0.989666666666667,-1.5485,-1.6425,-1.4466666666999999,-1.6418333333333301,-1.65,-2.1988333333333303,-1.8613330000000001,-0.255,-2.19933333333333,-0.5383333333,-1.7806666667,-1.495,-1.3741666666999999,-1.41883333333333,-0.8825,-1.8066666667,-1.92816666666667,-1.4193333333333302,-1.4903333333333302
DCN,2.863375,1.000625,2.572625,3.319875,-0.91025,0.980875,2.25275,3.32175,2.143375,3.329625,3.325625,2.825125,1.069125,0.493625,3.111375,1.65125,3.04575,2.123625,2.815125,1.6030000000000002,2.359625,3.52725,0.41600000000000004,2.7675,2.687,2.27175,0.978375,3.864375,3.94675,3.191375,2.726375,1.301625,1.031625,2.034625,1.604625,2.64,3.3985,2.992875,-0.7625,2.5735,2.2355,1.698625,3.465375,1.630125,3.508,2.866,3.7385,2.134875,1.72225,2.4235,1.75275,2.4805,3.42725,2.569,0.707625,1.80575,3.6289999999999996,2.572375
BRAF,-0.00675,-0.27575,-0.33625,-0.1245,0.73875,-0.262,0.30925,-0.38625,-0.247,-0.19,-1.138,-1.3895,-0.21,0.37025,0.1955,-0.39875,-0.391,0.21775,-0.85575,-0.44475,-0.35075,-0.77675,-0.07525,-0.18575,-0.66675,0.85,1.2195,-0.30575,0.2885,-0.418,-0.57275,-0.312,-0.04275,0.26575,1.189,0.508,-0.4755,-0.71675,0.48525,-1.78425,0.528,0.55825,-0.1265,1.20825,-0.8225,-0.3175,0.36975,0.27925,-0.17075,-0.49375,0.3915,0.179,-0.40675,0.13125,0.60475,0.04,0.74425,1.00325
AMHR2,-1.9138333333333302,-2.49583333333333,-2.288333,-2.4212,-2.301,-2.8961669999999997,-2.8715,-2.3576669999999997,-2.4748333333000003,-2.38566666666667,-2.1473333333,-2.27416666666667,-0.631833333333333,-2.196333,-1.995,-2.5058333333333302,-2.6395,-2.0180000000000002,-2.4748330000000003,-2.8318333333333303,-2.399,-2.498333,-2.4381666666666697,-2.269167,-2.21566666666667,-1.022167,-2.4893333333000003,-2.331,-2.08933333333333,-3.0053333333,-1.342167,-2.6985,-2.6388333333333303,-2.436,-2.7855,-2.315833,-2.11433333333333,-2.169333,-3.0245,-2.082,-1.8526669999999998,-1.2546666667,-2.3581666666666696,-1.28816666666667,-1.6193333333333302,-2.1038330000000003,-1.6395,-1.8946666666666698,-2.1283333333,-2.3371666667,-2.5605,-1.6615,-2.0071666666666697,-1.4509999999999998,-1.808,-2.2943333333333302,-1.5906666666666698,-2.4621666666666697
BID,0.51925,-0.841125,0.320875,0.500625,-0.071375,-0.17475,-0.133625,-0.2215,0.07825,-0.557875,0.321625,-1.377875,0.350375,0.632625,-1.67625,-0.472625,0.29125,-0.299625,0.600375,-0.12825,0.123125,-0.160625,1.0285,-1.103875,-0.5445,-1.018875,0.348875,0.24125,-0.216625,0.14400000000000002,0.6859999999999999,0.071125,1.0165,-0.410875,0.636375,-0.14675,-0.86375,0.185875,-0.88925,0.46775,0.3445,0.175125,-1.169,1.241125,0.50425,0.002125,-0.511875,0.5145,-0.180125,0.206625,-0.102875,-1.220625,0.155,-0.19525,-0.21675,-0.483875,-0.768125,0.861375
ID3,-0.6933,-0.9421,-0.8001,-0.6049,-1.242,-1.1678,-1.0648,-0.41600000000000004,-0.6879,-0.6179,-1.0186,-0.3474,-1.6456,-0.8074,-0.5418,-1.266,-0.5595,-1.3474,-0.9784,-1.2815,-0.6262,-0.0711,-1.4626,-0.317,-0.4194,-0.3774,-0.8198,-0.3218,-0.8894,-1.2562,-0.9099,-1.1599,-0.0342,-0.4736,-0.6417,-0.6683,-0.4274,-0.0141,-1.6066,-0.5327,-0.9833,-1.2229999999999999,-0.8933,-1.3201,-0.4024,-0.6595,-1.1662,-1.1298,-0.3475,-1.2335,-0.4132,-0.7773,-0.3852,-0.6653,-1.0242,-0.9479,1.5336,0.1414
RFWD2,0.606666666666667,0.20216666666666697,0.3778333,1.357,1.2045,0.40966670000000005,-0.03583333,0.9446667,0.5633333333,0.874666666666667,0.1423333333,0.078,-0.0961666666666667,0.853,0.4901666666666671,1.126,1.00133333333333,1.1145,0.006,0.9440000000000001,0.4631666666666671,0.48316670000000006,0.9990000000000001,0.8548333,0.323666666666667,1.105667,0.993,0.7468333,1.3773333333333302,0.31233333329999996,0.46633329999999995,1.2670000000000001,0.29966666666666697,1.058,1.133667,0.5870000000000001,0.591666666666667,-0.1958333,1.0590000000000002,0.7136667,0.37,0.016,0.621666666666667,0.387,0.24100000000000002,0.5896667,0.09300000000000001,1.0090000000000001,0.6641666667,0.5548333333,0.0621666667,0.8716666667,0.6035,1.2965,-0.0813333333,0.939833333333333,0.18233333333333301,1.0415
MAML2,-0.00375,-0.7565,0.96925,-0.11775,-1.3245,-1.625,-0.634,-0.17800000000000002,-0.45575,-1.1435,-0.36725,-0.297,-1.50475,-1.117,-0.47225,-0.4555,-0.46025,-0.4945,-0.15225,-0.9229999999999999,-0.01875,-0.41325,-0.85725,-0.8420000000000001,-0.81525,-0.10300000000000001,-0.82,-0.162,-0.07400000000000001,0.5595,-0.73125,-0.6265,-0.9665,-0.07725,-0.04775,-1.2085,0.3245,-0.7085,-0.361,-0.74125,-1.34475,-0.542,0.00375,-0.21075,0.0845,-0.02725,0.298,-1.04075,-0.5065,0.43125,-0.64375,-0.14675,-0.44425,0.622,-1.24275,-0.7525,-0.81225,-0.01375
PPP3R2,0.20583333333333304,0.5271666666666671,-0.1165,0.24,0.3371667,0.3283333,-0.006666666999999999,0.45966670000000004,-0.0856666667,0.2514,0.157,0.22316666666666699,0.7415,-0.1735,0.3948333333333329,0.12766666666666698,0.309,0.23783333333333304,0.41033329999999996,-0.7506,0.307,0.15616670000000002,0.607833333333333,0.31966669999999997,0.3495,0.308,0.42666666670000003,-0.05366667,-0.2584,0.0981666667,0.02133333,0.644,0.143833333333333,0.225,0.249,0.4351667,-0.21466666666666698,0.1713333,0.269666666666667,0.09616667,0.05566667,0.30683333329999996,-0.3721666666666671,0.5535,0.455,0.5176667,0.115166666666667,0.1736,0.4471666667,0.5651666667,0.615,-0.38183333329999997,0.4728333333333329,0.275166666666667,0.5926,0.04125,0.0706666666666667,0.1464
FAS,0.71775,0.477625,1.568375,0.187875,-2.852875,-0.96975,1.0495,0.70925,-0.0385,-0.133,-0.489875,1.15575,-0.563375,-0.360625,0.24975,-0.28625,0.46125,-0.040875,0.115375,-0.001625,0.641375,1.269625,-1.182625,-0.9109999999999999,0.07325,-0.44225,0.095625,1.290375,1.31275,1.256625,0.792125,-0.14225,-0.874625,0.53575,-0.074625,0.136375,1.05175,0.400125,0.512,-0.56175,-0.0785,0.253125,0.231375,1.507375,0.76225,0.328125,0.13475,0.222875,-0.086875,0.66975,-0.188875,-0.098625,0.543875,0.3005,-1.29775,0.097875,0.13525,1.0595
TP73,-0.182375,0.216875,-0.405,-0.4325,-0.21075,-0.143875,-0.26925,-0.322125,0.1515,-0.007625000000000021,-0.093375,0.428,0.21875,0.163375,-0.389625,0.747375,-0.520875,0.10099999999999999,0.100875,-0.536125,-0.86375,0.017875,-0.037875,-0.12275,0.728375,0.159,0.09075,-0.44425,-0.423125,-0.238625,0.14800000000000002,-0.5535,0.23275,0.245625,-0.355375,-0.174125,-0.10099999999999999,0.186375,-0.445625,-0.03725,0.19275,-0.038125,0.7105,-0.327875,0.086375,-0.55425,0.07075,0.3595,-0.19975,-0.18925,0.3985,0.417625,0.16125,0.728375,0.16875,0.218875,-0.050875,-0.08625
APAF1,0.2945,-0.418,-0.0355,-1.102,-0.13699999999999998,-1.2635,-1.162,-0.919,-1.2155,-0.4995,-1.61,-0.7335,-0.8645,-0.5685,-0.9685,-1.4845,-0.7505,-1.001,-0.624,-0.7405,-0.544,-1.8940000000000001,-0.9265,-1.2990000000000002,-0.1025,-0.442,-0.226,-0.313,0.3265,-1.033,-0.946,0.1925,-0.836,-1.96,1.1059999999999999,-1.031,-1.8635,-0.847,-0.21600000000000003,-1.0895,-0.375,-1.095,-0.609,0.387,-0.8625,-0.111,-0.2865,-2.3775,-1.599,-1.365,-1.8995,-0.57,-0.785,-0.1665,-1.4115,0.141,-1.2005,-0.9735
ACVR1C,-1.26816666666667,-0.8481666666666671,2.1885,-1.7191666666666698,0.7266667,-0.08333333,-0.1996667,0.3866667,-1.153,-1.01,-1.4031666666999998,0.3345,-0.257166666666667,-0.5626667,-0.679666666666667,-0.3925,-1.53516666666667,-1.1486,0.02283333,-0.262,-0.777166666666667,-0.07066667,-0.129833333333333,-0.5013333,-1.73733333333333,-1.002833,-0.49883333329999996,-0.7648333,-0.21483333333333302,2.8215,-0.777,-0.272166666666667,0.5211666666666671,-0.852833333333333,-0.15266670000000002,-0.04283333,2.39233333333333,-1.007667,-1.8995,0.01466667,0.8096667,0.6281666667,-1.4046666666666698,0.760333333333333,-1.4416666666666698,-0.3416667,-1.31516666666667,-1.6958333333333302,-1.0625,0.4511666667,-0.3283333333,-0.6396666667,-0.809166666666667,-1.6571666666666698,1.7968333333000002,-0.790333333333333,0.0231666666666667,-0.19133333333333302
RBX1,0.354,0.03175,1.047,0.11575,-0.97625,0.07225,-0.19875,0.17675,-0.65975,0.07675,0.53125,-0.78175,0.2875,0.16399999999999998,-0.23925,0.29025,-0.23625,-0.0795,0.3205,-0.29325,0.2315,0.02325,-0.10099999999999999,0.22699999999999998,-0.289,-0.43425,0.14075,-0.301,0.6195,-0.20800000000000002,-0.326,0.14625,-0.25375,0.18225,0.24025,-0.80475,-0.0555,0.58225,0.3655,-0.3945,-0.14,-0.063,0.486,0.35275,0.05875,0.287,0.204,-0.19325,0.47375,0.0975,-0.0775,-0.5125,0.64825,0.099,-0.00475,-0.24375,-0.162,-0.29025
ATM,-1.4868333333333301,-1.065,0.027999999999999997,-1.6918333333333302,-1.223833,-1.633083,-1.711917,-1.365167,-1.0039166667000001,-1.4046666666666698,-2.0079166667,-2.3737272727272702,-2.06525,-0.59575,-1.97225,-2.3215833333333302,-0.64675,-0.746333333333333,-1.83925,-0.43172727272727296,-1.09027272727273,-1.439833,-1.19541666666667,-2.2280830000000003,-1.8459999999999999,-1.7116669999999998,-1.7760833333000001,-1.4605,-0.57525,-0.7085833333,-1.582083,-1.7990000000000002,-1.9683333333333302,-0.8968181818181821,-0.01091667,-1.16025,-0.844916666666667,-2.0750830000000002,-1.28575,-1.864583,-2.2510830000000004,-2.2333333333,-1.15083333333333,-0.9633333333333329,-1.27108333333333,-1.419917,-1.3780000000000001,-1.25883333333333,-1.999,-1.135,-1.8461666666999998,-1.0911666667,-1.47875,-1.20258333333333,-1.6958333333000002,-2.07,-2.09208333333333,-1.05716666666667
CASP7,1.8795,1.083875,1.362875,0.416125,-0.391875,0.50025,1.077875,2.158875,1.662625,0.92275,1.48,1.940875,0.8505,1.5525,1.116375,-0.6559999999999999,-0.200625,1.54025,0.152125,0.8805,0.279375,1.127875,-0.33725,-0.079875,0.80525,1.92725,2.387875,1.723875,1.3295,1.515375,1.2685,2.1725,0.0745,1.04425,0.2685,-0.018375,0.9535,1.3515,1.31725,-0.07175,-0.041375,1.64025,0.7325,0.30875,0.61775,0.73,1.89575,0.418875,0.637,0.184875,0.260125,1.33525,1.332625,1.390375,0.17775,1.899625,0.66425,0.657875
DLL3,-1.3330000000000002,-1.652125,-2.154125,-0.387375,-0.216375,-2.028875,-1.799875,-1.58675,-1.178125,-1.47075,-1.734375,-1.76625,-0.16675,-1.54025,-0.752625,0.095875,-1.49925,-1.018625,-1.9135,-1.32375,-2.3335,-0.087625,-1.43114285714286,-1.089875,-1.771375,-0.968,-0.502375,-1.8795,-1.7905,-1.056625,-0.629875,-1.670375,-1.721125,-1.201875,-1.928875,-1.472,-1.436,-1.22375,-2.151375,-2.2295,-1.702875,-1.478125,-2.01325,-1.118875,-1.015625,-1.982375,-1.613375,-1.365875,-0.578875,-2.092125,-1.378125,-1.35,-1.56175,0.26375,-0.987625,-1.68375,-1.980875,-1.485125
FASLG,1.7640833333333301,3.15775,3.869167,2.20633333333333,-0.145,1.934667,4.928083,3.90175,3.13275,1.56258333333333,1.0985833333,2.4585,4.88541666666667,3.3216669999999997,2.01941666666667,3.43075,2.89366666666667,1.5623333333333302,4.513417,4.08416666666667,4.30683333333333,4.662833,1.10041666666667,0.5781666999999999,2.55066666666667,0.797,3.1960833333,4.890833,4.05675,4.5064166667,2.855,2.54275,2.13508333333333,2.24,2.77625,4.221083,3.38891666666667,1.9820830000000003,3.19575,1.248083,2.9405,1.705,2.1375,3.06558333333333,3.10933333333333,3.232583,3.59641666666667,1.90891666666667,2.9160833333,3.5388333333,1.2041666667,4.046,4.37416666666667,3.47791666666667,2.3254166667,1.6973333333333303,2.085,2.73508333333333
PRKAR2B,-0.04975,-0.603,0.728375,1.107375,-1.329625,0.700125,1.81025,0.45,0.096125,0.118375,1.214,-0.661125,1.500875,-0.9705,0.892,0.1105,-0.283625,0.15,0.84525,1.4665,1.0425,-0.6459999999999999,1.2065,0.99175,0.627,0.790125,0.78075,-0.261375,-0.482375,1.378625,-0.162875,0.440625,-1.352125,-0.94975,-1.11425,0.982875,1.301,0.12375,-0.19675,-1.47325,2.55875,1.131,-1.76125,0.29475,-1.398875,1.653875,-1.76775,-2.28775,-1.409375,1.86625,-0.4865,-1.956125,-2.54825,-1.717375,0.06375,0.11525,1.8345,1.808
DFFA,0.19275,-0.41975,-0.48375,-0.176875,0.541625,-0.482875,-0.6155,-0.4295,-0.58275,-0.808875,-0.78525,-0.891625,-0.40275,-0.911625,-0.608375,-0.59825,-0.40975,-0.70075,-0.691125,-0.45425,-0.61675,-0.529,-0.08525,-1.147375,-0.924875,-0.594625,0.0095,-0.73425,-1.21725,-0.898125,-1.02125,-1.489,-0.8225,-0.7415,-0.574125,-0.621125,-0.859625,-0.953375,-1.175125,-0.48100000000000004,-0.33975,-1.179875,-1.45175,-1.071375,-0.706875,-0.8485,-0.387125,-0.93925,-0.292625,-0.501125,-0.45775,-0.6795,-0.7070000000000001,-0.808375,-0.389625,-0.566125,-0.090875,-0.614875
DDIT4,1.3202,-0.7187,-0.7994,0.00509999999999999,0.9118,-0.6103,-1.1764,-1.3881,0.0539,-1.3314,-0.9473,-1.8557,-0.884,0.8475,-0.7752,-0.8933,-0.8091,-0.5713,-0.0274,0.1698,-0.8187,-1.4633,0.1162,-0.5959,0.295,1.1456,-0.8329,0.039,-0.6446,-0.4342,1.6282,-1.4593,-1.3919,-0.5883,0.1206,-0.9283,-0.6014,-0.0058,0.0645,-0.0263,0.7253,-1.3412,0.19399999999999998,-0.3387,-0.6918,-0.0641,0.0884,1.0214,-0.5037,-0.6286,1.2488,-0.7125,1.1235,0.8999,-0.6208,0.7716,-0.4569,1.2313
PIK3CG,-1.46,-0.28166666666666695,0.9393333,-0.7,-2.8801669999999997,-2.2303330000000003,0.4585,0.1718333,-0.7120000000000001,-0.4353333333333329,-1.6119999999999999,-0.693333333333333,-1.14083333333333,-1.617,-0.640166666666667,-0.882833333333333,-0.0133333333333333,-1.5528333333333302,-0.48133329999999996,-0.556833333333333,0.0425,0.7541667,-1.84383333333333,-1.7661669999999998,-0.870166666666667,-1.107333,-1.6676666667,-0.45083329999999994,-0.149,-0.0773333333,-0.8841667,-0.9955,-1.8685,-1.8788333333333302,-0.5971666999999999,-0.2618333,-0.12016666666666699,-1.044167,-1.9888333333333301,-2.450333,-0.9718333,-1.4280000000000002,-1.9223333333333301,-0.942333333333333,-1.381,-0.253,-0.8645,-2.2706666666666697,-1.8090000000000002,-0.3251666667,-1.7625,-0.5381666667,-1.11416666666667,-1.18066666666667,-1.6043333333,-2.3838333333333304,-0.9275,-0.5298333333333329
TFDP1,-0.1525,-1.6425,-0.46183329999999995,-0.752833333333333,-0.6146666999999999,-0.9471666999999999,-0.2696667,-0.5616667,-0.5801666667,-1.485,-1.2841666667,-0.12966666666666699,-0.997,-0.0825,-0.701666666666667,0.872333333333333,-1.03,-1.01816666666667,-0.8073333,-1.19433333333333,-0.22133333333333302,-1.072,-0.5481666666666671,0.1293333,-0.9025,-1.3855,-0.19166666670000002,-1.191667,0.0366666666666667,-0.8428333333,-0.6018333,-0.609333333333333,-0.609333333333333,-0.298,0.30583330000000003,-1.130333,-0.735833333333333,-0.9248333000000001,-0.27283333333333304,-0.5836667,-0.7971666999999999,-0.048833333300000004,-0.6445,0.7290000000000001,-0.576333333333333,-0.42183329999999997,-0.15916666666666698,-0.0203333333333333,-1.1301666667,-0.6656666667,-0.0978333333,-0.2773333333,0.0568333333333333,-0.28066666666666695,-0.1806666667,-0.4338333333333329,-2.12916666666667,-0.165333333333333
NODAL,0.489,-0.10566666666666699,-0.2348333,0.0245,0.15766670000000002,-0.5615,-0.6166666999999999,0.086,0.43883333329999996,-0.205,0.068,-0.307833333333333,-0.0188333333333333,0.15683329999999998,-0.270166666666667,-0.18466666666666698,-0.1725,0.22333333333333302,0.05483333,-0.2185,-0.1464,-0.046,-0.500666666666667,0.1435,-0.154666666666667,-0.2423333,-0.027333333300000002,-0.0735,0.0108333333333333,-0.015,0.1348333,0.47033333333333294,-0.4911666666666671,-0.0105,0.027000000000000003,-0.4356667,0.40683333333333294,0.02433333,-0.0255,-0.41083329999999996,-0.37033330000000003,-0.1435,-0.32899999999999996,0.0736666666666666,0.43,-0.2738333,0.0378333333333334,-0.0426666666666667,0.1875,-0.2816666667,0.0183333333,-0.0393333333,0.23800000000000002,0.3758333333333329,0.30516666670000003,-0.2994,-0.4478333333333329,-0.2545
WNT8A,-0.16399999999999998,-0.0985,-0.9055,0.99775,-0.5415,-0.71375,-0.48175,-0.29325,0.21625,-0.520666666666667,-0.3295,-0.29025,-0.0527499999999999,-0.06025,-0.0805,-0.15175,-0.16899999999999998,0.3635,-0.07975,-0.903,-0.455,0.28125,0.34675,-0.252,0.09275,0.301,0.12125,-0.47425,0.40299999999999997,-0.54425,-0.13025,0.39175,0.07825,-0.016,0.15,-0.83825,-0.863666666666667,0.115,0.17875,-0.384,-0.19475,-0.20800000000000002,0.00375,-0.33575,-0.71075,-0.45825,-0.4275,-0.1505,0.1755,-0.6535,0.4695,-0.2193333333,-0.2705,-0.6225,-0.0055,-0.04775,-0.7265,-1.23225
TNFRSF10B,0.203875,-0.8675,-1.19025,-0.978875,-0.652625,-1.238875,-2.19875,-1.581125,-1.4575,-1.2790000000000001,-1.506375,-1.242,-3.125625,-1.486,-1.9409999999999998,-2.16775,-1.361375,-2.081375,-1.446625,-1.168875,-0.785375,-1.499875,-2.401375,-1.257375,-1.1905,-1.089,-0.357125,-1.179875,-1.171125,-1.63625,-1.33025,-1.01625,-2.0069999999999997,-1.2195,-1.48125,-1.036125,-1.46875,-1.205875,-1.696,-1.73925,-0.782125,-2.0885,-0.854375,-0.256375,-0.99275,-1.463625,-1.456875,-1.07375,-1.42975,-0.961625,-1.34075,-1.592625,-0.933875,-1.1775,-1.941875,-1.226375,-0.81075,-1.2175
ACVR2B,-1.60014285714286,-1.2896428571428602,-1.889,-0.6238571428571429,0.10414289999999998,-0.9692143,-0.7167143,-1.542571,-1.3012857143,0.0541428571428571,-0.7645714286,-1.60742857142857,-0.8274285714285708,-1.765857,-0.32614285714285696,-1.1823571428571398,-0.7979285714285709,-1.0595,-1.1455,-1.31978571428571,-1.12178571428571,-1.000286,-0.8147142857142858,-0.9890714,-1.79521428571429,-1.290308,-1.6683571429,-2.301643,-2.2797142857142902,-2.3426428571,-1.3317860000000001,-1.15178571428571,-0.6438571428571429,-1.2968571428571398,-2.079143,-0.4749286,-1.05621428571429,-0.9129286,-0.980142857142857,-1.792286,-0.6786429,-0.517,-1.89392857142857,-1.95628571428571,-1.8082142857142902,-1.187929,-1.11114285714286,-1.05028571428571,-1.9095714286,-2.2781428571,-2.2577857143,-1.1637142857,-1.60714285714286,-1.7520714285714298,-1.0595714286,-1.5862142857142902,-1.59814285714286,-1.5505
SUFU,0.618583333333333,0.6035,0.42183329999999997,0.613083333333333,0.9273333,1.091833,1.175833,1.022583,0.98525,0.2645,1.0645,0.683666666666667,0.649083333333333,0.7466666999999999,0.30658333333333304,0.6579999999999999,0.5004166666666671,0.914166666666667,0.46933329999999995,1.255,0.771333333333333,0.31966669999999997,1.12791666666667,0.3406667,0.5881666666666671,0.41283329999999996,0.04275,0.69275,0.823083333333333,1.2921666667,0.97875,0.39675,0.32191666666666696,1.28133333333333,0.9329166999999999,0.8619167,0.850083333333333,0.8155,-0.248,1.059167,0.5106667,0.845,1.09258333333333,0.09775,0.71025,0.6066666999999999,1.395,0.68125,1.1549166667,1.41,1.0826666667,1.1191666667,0.857166666666667,0.43008333333333293,0.7395,0.59,1.19741666666667,0.640583333333333
AKT1,1.126375,-0.1385,-0.458375,-0.299625,-0.82325,0.430375,-0.873,0.3185,0.335125,0.50875,0.194875,0.118125,0.208125,0.40399999999999997,0.026625,0.84325,0.190625,-0.038125,1.536,1.0095,0.85425,-0.80325,-0.276875,0.94775,1.015375,-0.19399999999999998,0.103375,-0.30475,0.3695,1.4340000000000002,0.754875,-1.39675,1.2790000000000001,1.00725,-0.240875,0.102125,0.553375,-0.03725,0.218375,1.334875,0.481375,0.5405,1.173625,-0.439625,0.4645,0.939125,0.534375,0.581,0.192875,1.133,0.392375,1.748375,0.1045,0.399125,2.99275,-0.569625,1.024125,0.009875
RRM2B,0.29366666666666696,1.34833333333333,0.623,0.3788333333333329,-0.5398333000000001,1.276,0.3488333,0.746,1.0991666667,1.379,0.6918333333,0.248,0.40233333333333293,-0.2686667,1.209,0.5351666666666671,0.2255,1.70283333333333,1.019667,-0.822333333333333,0.740166666666667,1.304333,0.837833333333333,0.8025,-0.34299999999999997,-0.09716667,0.0356666667,-0.1545,0.9605,-0.0516666667,-0.1615,0.556833333333333,-0.828,0.3565,0.03966667,0.7248333,-0.0791666666666666,0.8733333000000001,-0.2425,-0.4973333,0.1068333,-0.0955,0.12166666666666699,0.0713333333333333,0.21066666666666697,0.1025,0.7768333333333329,5.78241158658936e-19,0.1305,-0.3438333333,1.8053333333000001,0.1685,-0.8340000000000001,-0.708333333333333,-1.06,0.5125,0.621166666666667,1.37166666666667
